Protein,Number Hits (e < 0.1),AlphaFold,PDB,MGnify,GMGC,Genera (not N/A),Top Hits Notes
Mp46,2182,1256,56,865,5,"['Heliothis', 'Tribolium', 'Asbolus', 'Culex', 'Bactrocera', 'Dendroctonus', 'Aphis', 'Cinara', 'Diabrotica', 'Timema', 'Callosobruchus', 'Atta', 'Drosophila', 'Haematobia', 'Scaptodrosophila', 'Graphocephala', 'Trachymyrmex', 'Orchesella', 'Neodiprion', 'Abscondita', 'Armadillidium', 'Varroa', 'Aedes', 'Anopheles', 'Chilo', 'Glossina', 'Elaeophora', 'Pristionchus', 'Spodoptera', 'Loa', 'Wuchereria', 'Argulus', 'Apis', 'Agrilus', 'Ceratitis', 'Amblyomma', 'Lucilia', 'Oppiella', 'unclassified', 'Schizaphis', 'Cryptotermes', 'Clastoptera', 'Dracunculus', 'Ixodes', 'Phlebotomus', 'Diploscapter', 'Folsomia', 'Hermetia', 'Panagrellus', 'Rhodnius', 'Trichoplusia', 'Sarcoptes', 'Trichinella', 'Trichuris', 'Culicoides', 'Daphnia', 'Ancylostoma', 'Hypsibius', 'Helicoverpa', 'Rhabditophanes', 'Lygus', 'Lamprigera', 'Caenorhabditis', 'Tetranychus', 'Stegodyphus', 'Branchiostoma', 'Panstrongylus', 'Araneus', 'Amphibalanus', 'Nippostrongylus', 'Triatoma', 'Nyssomyia', 'Operophtera', 'Pediculus', 'Aceria', 'Ramazzottius', 'Stomoxys', 'Thrips', 'Oncopeltus', 'Cuerna', 'Musca', 'Trichomalopsis', 'Nasonia', 'Strongyloides', 'Bicyclus', 'Plutella', 'Anoplophora', 'Onchocerca', 'Photinus', 'Fopius', 'Lutzomyia', 'Clunio', 'Lottia', 'Diaphorina', 'Dinothrombium', 'Scylla', 'Frankliniella', 'Globodera', 'Medioppia', 'Acromyrmex', 'Hirondellea', 'Danaus', 'Tropilaelaps', 'Brachionus', 'Ooceraea', 'Myxobolus', 'Bombus', 'Amphimedon', 'Trichogramma', 'Nesidiocoris', 'Bos', 'Mus', 'Spongospora', 'Sitophilus', 'Cricetulus', 'Rousettus', 'Pipistrellus', 'Suricata', 'Octopus', 'Myripristis', 'Canis', 'Pseudoatta', 'Acipenser', 'Enterobius', 'Rattus', 'Molossus', 'Ailuropoda', 'Rhinolophus', 'Homo', 'Xenopus', 'Pongo', 'Anabas', 'Monodelphis', 'Oryzias', 'Salmo', 'Anas', 'Peromyscus', 'Pseudonaja', 'Oryctolagus', 'Lepisosteus', 'Macaca', 'Rhynchophorus', 'Darwinula', 'Oesophagostomum', 'Takifugu', 'Heterostelium', 'Odocoileus', 'Geotrypetes', 'Hucho', 'Ictalurus', 'Columba', 'Notodromas', 'Cyanoptyche', 'Dictyostelium', 'Monopterus', 'Homalodisca', 'Laodelphax', 'Soboliphyme', 'Camelus', 'Danio', 'Strongylocentrotus', 'Monodon', 'Strongylus', 'Crocuta', 'Larimichthys', 'Loxodonta', 'Cimex', 'Toxocara', 'Columbina', 'Apostichopus', 'Ciona', 'Stylophora', 'Steinernema', 'Galleria', 'Fukomys', 'Egretta', 'Tursiops', 'Euroglyphus', 'Spizellomyces', 'Mandrillus', 'Leptotrombidium', 'Basidiobolus', 'Blattella', 'Callorhinchus', 'Cavenderia', 'Pteropus', 'Zeugodacus', 'Alligator', 'Equus', 'Plasmodiophora', 'Papio', 'Hanusia', 'Sipha', 'Felis', 'Biomphalaria', 'Bicosoecida', 'Ranitomeya', 'Thelohanellus', 'Haemonchus', 'Neophocaena', 'Collichthys', 'Jimgerdemannia', 'Anisakis', 'Powellomyces', 'Hemiselmis', 'Tinamus', 'Pectinophora', 'Oryctes', 'Thinocorus', 'Heligmosomoides', 'Gorilla', 'Rhizopus', 'Rhipicephalus', 'Lynx', 'Cyprideis', 'Halicephalobus', 'Brugia', 'Necator', 'Theobroma', 'Absidia', 'Rhinopithecus', 'Aquilegia', 'Papilio', 'Oryza', 'Coccolithus', 'Mucor', 'Auxenochlorella', 'Smittium', 'Colocasia', 'Pyrus', 'Papaver', 'Vitis', 'Tigriopus', 'Arabidopsis', 'Glycine', 'Spirodela', 'Agapanthus', 'Heterorhabditis', 'Capsicum', 'Trebouxia', 'Chrysochromulina', 'Carex', 'Arachis', 'Rosa', 'Noccaea', 'Heterotrigona', 'Opuntia', 'Solanum', 'Lepeophtheirus', 'Vanilla', 'Nocardia', 'Zea', 'Bombyx', 'Malus', 'Myotis', 'Capra', 'Nicotiana', 'Salix', 'Nelumbo', 'Lithobates', 'Sinocyclocheilus', 'Cottoperca', 'Furculomyces', 'Scophthalmus', 'Lolium', 'Meloidogyne', 'Durio', 'Chenopodium', 'Diacronema', 'Labrus', 'Cicer', 'Gossypium', 'Scenedesmus', 'Poeciliopsis', 'Paramuricea', 'Balaenoptera', 'Heterocephalus', 'Crocodylus', 'Coffea', 'Dimorphilus', 'Fibrocapsa', 'Lactuca', 'Camellia', 'Linderina', 'Musa', 'Vigna', 'Bracon', 'Naegleria', 'Danionella', 'Planoprotostelium', 'Brassica', 'Leptosomus', 'Ficedula', 'Paramormyrops', 'Mytilus', 'Nematostella', 'Endogone', 'Antirrhinum', 'Iconisemion', 'Astyanax', 'Hordeum', 'Sus', 'Vespula', 'Eragrostis', 'Etheostoma', 'Macleaya', 'Sarcophilus', 'Dactylellina', 'Salvia', 'Picea', 'Upupa', 'Chlorocebus', 'Micractinium', 'Aegilops', 'Clytia', 'Ursus', 'Manacus', 'Pomacea', 'Taeniopygia', 'Sylvia', 'Hirundo', 'Klebsormidium', 'Phallusia', 'Actinia', 'Saimiri', 'Punica', 'Cercocebus', 'Fragaria', 'Chlorella', 'Panicum', 'Acer', 'Penaeus', 'Cephalopterus', 'Pachyramphus', 'Triticum', 'Aphidius', 'Capitella', 'Odobenus', 'Pan', 'Capsaspora', 'Nilaparvata', 'Crassostrea', 'Neotoma', 'Nyctereutes', 'Pieris', 'Elysia', 'Lingula', 'Adineta', 'Exidia', 'Phainopepla', 'Phalacrocorax', 'Cebus', '[Torrubiella]', 'Helobdella', 'Coptotermes', 'Opisthocomus', 'Nannochloropsis', 'Mucuna', 'Ornithodoros', 'Tetradesmus', 'Rhizoctonia', 'Dufourea', 'Rotaria', 'Daucus', 'Serendipita', 'Caligus', 'Aspergillus', 'Strigamia', 'Emiliania', 'Dictyocaulus', 'Didymodactylos', 'Fonsecaea', 'Arion', 'Trichoplax', 'Kazachstania', 'Lachancea', 'Haptolina', 'Candida', 'Cladophialophora', 'Moniliophthora', 'Naumovozyma', 'Saccharomyces', 'Oxybasis', 'Cystoisospora', 'Botryobasidium', 'Oikopleura', 'viral', 'Erinaceus', 'Ovis', 'Bursaphelenchus', 'Simulium', 'Auriculariopsis', 'Syncephalastrum', 'Asparagus', 'Madurella', 'Buphagus', 'Callithrix', 'Dimargaris', 'Raphidocelis', 'Oxylabes', 'Eutreptiella', 'Lotharella', 'Protomyces', 'Neospora', 'Histoplasma', 'Ephemera', 'Reticulomyxa', 'Dissostichus', 'Propithecus', 'Plasmodium', 'Schistosoma', 'Octodon', 'Helianthus', 'Colobus', 'Delphinapterus', 'Teladorsagia', 'Hypotaenidia', 'Schizopora', 'Verticillium', 'Penicillium', 'Clohesyomyces', 'Phialophora', 'Ciccaba', 'Coregonus', 'Colletotrichum', 'Helicosporidium', 'Sporothrix', 'Hyaloscypha', 'Ascobolus', 'Cryomyces', 'Aphanomyces', 'Parasteatoda', 'Paracoccidioides', 'Peltaster', 'Neurospora', 'Sparus', 'Fundulus', 'Diaporthe', 'Trypanosoma', 'Scytalidium', 'Schizosaccharomyces', 'Pyricularia', 'Polarella', 'Globisporangium', 'Cryptomonas', 'Gasterosteus', 'Chloebia', 'Cercospora', 'Ornithorhynchus', 'Thamnophis', 'Leishmania', 'Strigops', 'Toxoplasma', 'Eimeria', 'Paroedura', 'Selaginella', 'Setaria', 'Carpinus', 'Chlamydia', 'Aquifex', 'Mycobacterium', 'Escherichia', 'Salmonella', 'Streptomyces', 'Shigella', 'Klebsiella', 'Methanothermobacter', 'Pyrococcus', 'Archaeoglobus', 'Helicobacter', 'Bacillus', 'Staphylococcus']","Phosphatidylethanolamine-binding (0.00, 100, insect)"
Mp47,0,0,0,0,0,None,None
Mp49,0,0,0,0,0,None,None
Mp50,2670,1304,349,998,19,"['Acyrthosiphon', 'Sipha', 'Cinara', 'Cuerna', 'Neodiprion', 'Homalodisca', 'Habropoda', 'Frieseomelitta', 'Temnothorax', 'Graphocephala', 'Anopheles', 'Aphis', 'Heliothis', 'Ooceraea', 'Danaus', 'Aedes', 'Agrilus', 'Pieris', 'Laodelphax', 'Spodoptera', 'Apis', 'Timema', 'Coptotermes', 'Solenopsis', 'Papilio', 'Rhodnius', 'Culicoides', 'Vespula', 'Callosobruchus', 'Cimex', 'Lutzomyia', 'Cryptotermes', 'Trachymyrmex', 'Asbolus', 'Macrosiphum', 'Hermetia', 'Dufourea', 'Thrips', 'Sitophilus', 'Armadillidium', 'Clastoptera', 'Clunio', 'Ephemera', 'Biomphalaria', 'Zeugodacus', 'Penaeus', 'Phlebotomus', 'Hirondellea', 'Drosophila', 'Strigamia', 'Zootermopsis', 'Bombus', 'Bactrocera', 'Daphnia', 'Lottia', 'Acromyrmex', 'Bombyx', 'Lucilia', 'Stomoxys', 'Macrobrachium', 'Blattella', 'Hyriopsis', 'Scaptodrosophila', 'Oppiella', 'Psorophora', 'Meloidogyne', 'Cherax', 'Cyprideis', 'Homo', 'Capitella', 'Tigriopus', 'Medioppia', 'Scylla', 'Eufriesea', 'Hadrurus', 'Panstrongylus', 'Rattus', 'Chiloscyllium', 'Portunus', 'Mus', 'Coregonus', 'unclassified', 'Bos', 'Nasonia', 'Amphibalanus', 'Aphidius', 'Darwinula', 'Ciona', 'Phascolarctos', 'Tetranychus', 'Glossina', 'Callorhinchus', 'Ovis', 'Oryctolagus', 'Arion', 'Exaiptasia', 'Monodelphis', 'Xenopsylla', 'Oreochromis', 'Ornithorhynchus', 'Seriola', 'Fopius', 'Gallus', 'Taeniopygia', 'Atta', 'Eptatretus', 'Equus', 'Sus', 'Pomacea', 'Takifugu', 'Chionodraco', 'Ceratitis', 'Pristhesancus', 'Stylophora', 'Ornithodoros', 'Anabarilius', 'Larimichthys', 'Macaca', 'Onychostoma', 'Hydroides', 'Dinoponera', 'Lingula', 'Gasterosteus', 'Argulus', 'Mytilus', 'Octopus', 'Myotis', 'Ameiurus', 'Danio', 'Stegodyphus', 'Lygus', 'Lamprotornis', 'Gambusia', 'Crassostrea', 'Diaphorina', 'Sinocyclocheilus', 'Formicarius', 'Dinothrombium', 'Chrysochloris', 'Lepeophtheirus', 'Rynchops', 'Lophotis', 'Strongyloides', 'Patagioenas', 'Tribolodon', 'Pocillopora', 'Abscondita', 'Mola', 'Labeo', 'Liparis', 'Gorilla', 'Mizuhopecten', 'Terrapene', 'Amazona', 'Trichinella', 'Phasianus', 'Pan', 'Chloebia', 'Adineta', 'Spizella', 'Perca', 'Salmo', 'Zosterops', 'Geotrypetes', 'Notothenia', 'Carassius', 'Stegastes', 'Caenorhabditis', 'Lepisosteus', 'Archivesica', 'Camelus', 'Calyptomena', 'Eurystomus', 'Pteropus', 'Sogatella', 'Pseudonaja', 'Culex', 'Anolis', 'Hyalella', 'Patella', 'Oryzias', 'Amblyomma', 'Leptotrombidium', 'Lynx', 'Betta', 'Heterocephalus', 'Ictalurus', 'Mohoua', 'Onchocerca', 'Meleagris', 'Bugula', 'Triplophysa', 'Ixodes', 'Chloropsis', 'Lipotes', 'Alligator', 'Sarcophilus', 'Athene', 'Tridacna', 'Cyphomyrmex', 'Myripristis', 'Aquila', 'Esox', 'Amphiprion', 'Rotaria', 'Clytia', 'Pheucticus', 'Aceria', 'Brugia', 'Dromas', 'Sphaeramia', 'Tetraodon', 'Tribolium', 'Ficedula', 'Dendroctonus', 'Nematostella', 'Centropus', 'Camponotus', 'Strongylocentrotus', 'Iconisemion', 'Labrus', 'Diabrotica', 'Cebus', 'Austrofundulus', 'Nothoprocta', 'Acipenser', 'Echinococcus', 'Sclerurus', 'Pygocentrus', 'Lamprigera', 'Caligus', 'Trichoplax', 'Canis', 'Anas', 'Poecilia', 'Nyctereutes', 'Oncopeltus', 'Xenopus', 'Wuchereria', 'Hymenolepis', 'Paramuricea', 'Aegotheles', 'Ailuropoda', 'Actinia', 'Hirundo', 'Oikopleura', 'Bambusicola', 'Cervus', 'Rhynchophorus', 'Electrophorus', 'Trichuris', 'Columba', 'Orchesella', 'Apolygus', 'Scophthalmus', 'Illadopsis', 'Tursiops', 'Notechis', 'Melipona', 'Corallium', 'Pantherophis', 'Nyssomyia', 'Rhinoptilus', 'Lepidothrix', 'Astyanax', 'Ramazzottius', 'Schistosoma', 'Rhipicephalus', 'Branchiostoma', 'Folsomia', 'Piprites', 'Colinus', 'Clupea', 'Monopterus', 'Frankliniella', 'Opisthocomus', 'Pelodiscus', 'Pipistrellus', 'Scleropages', 'Motacilla', 'Elysia', 'Rousettus', 'Chilo', 'Panthera', 'Notodromas', 'Podarcis', 'Gymnodraco', 'Trichoplusia', 'Sitta', 'Crocuta', 'Nothobranchius', 'Globodera', 'Pongo', 'Rhinolophus', 'Diploscapter', 'Paroedura', 'Vombatus', 'Trichomalopsis', 'Latimeria', 'Chelonia', 'Pediculus', 'Collichthys', 'Hypsibius', 'Dracunculus', 'Sapajus', 'Malurus', 'Helicoverpa', 'Strigops', 'Rhabditophanes', 'Harpegnathos', 'Meara', 'Odocoileus', 'Sycon', 'Euroglyphus', 'Eumeta', 'Enhydra', 'Platysternon', 'Steinernema', 'Amphilophus', 'Rhinopithecus', 'Dermatophagoides', 'Vaccinia', 'Melanoplus', 'Fukomys', 'Callipepla', 'Leucosolenia', 'Capsaspora', 'Isodiametra', 'Acanthocheilonema', 'Varroa', 'Thelazia', 'Photinus', 'Paragonimus', 'Phallusia', 'Acartia', 'Sarcoptes', 'Bursaphelenchus', 'Dimorphilus', 'Mastacembelus', 'Oncorhynchus', 'Angiostrongylus', 'Opisthorchis', 'Dibothriocephalus', 'Helobdella', 'Phyllostomus', 'Diceros', 'Henneguya', 'Ascaris', 'Lymnaea', 'Crocodylus', 'Salarias', 'Heliocidaris', 'Nesidiocoris', 'Hondaea', 'Cynoglossus', 'Perkinsus', 'Anisakis', 'Musca', 'Pygoscelis', 'Trichogramma', 'Periophthalmus', 'Toxocara', 'Oryctes', 'Heterololigo', 'Pterocles', 'Upupa', 'Schizaphis', 'Heterotrigona', 'Mustela', 'Pipra', 'Chrysotila', 'Sulfurihydrogenibium', 'Arabidopsis', 'Oryza', 'Glycine', 'Ancylostoma', 'Klebsiella', 'Nicotiana', 'Baryphthengus', 'Callithrix', 'Galleria', 'Neolamprologus', 'Panicum', 'Pararge', 'Thermovibrio', 'Calonectris', 'Zea', 'Aphanomyces', 'Albugo', 'Cricetulus', 'Heligmosomoides', 'Aegilops', 'Plasmopara', 'Photobacterium', 'Phytophthora', 'Dioscorea', 'Buceros', 'Neisseria', 'Pinctada', 'Chlamydomonas', 'Pectobacterium', 'Dugesia', 'Marmota', 'Nostoc', 'Persephonella', 'Hydrogenovibrio', 'Dunaliella', 'Oesophagostomum', 'Nocardia', 'Bagarius', 'Pseudovirgaria', 'viral', 'Anthurium', 'Buphagus', 'Sporothrix', 'Aspergillus', 'Alexandrium', 'Trypanosoma', 'Helicobacter', 'Cladophialophora', 'Leishmania', 'Fonsecaea', 'Enterococcus', 'Acetabularia', 'Plasmodium', 'Acropora']","carbonic anhydrase alpha (0.00, 100, insect)"
Mp51,0,0,0,0,0,None,None
Mp53,0,0,0,0,0,None,None
Mp54,0,0,0,0,0,None,None
Mp55,1,1,0,0,0,['Dinothrombium'],"Nucleosome-remodeling factor subunit NURF301-like protein containing ZF domains (0.05, 1, arthropod)"
Mp57,1292,758,138,283,113,"['Acyrthosiphon', 'Aphis', 'Sipha', 'Cinara', 'Rotaria', 'Plutella', 'Botrytis', 'Schizaphis', 'Tilletia', 'Strongyloides', 'Fusarium', 'Candidatus', 'Dermatophagoides', 'Scleroderma', 'Musca', 'Magnaporthiopsis', 'Dendroctonus', 'Aphidius', 'Bradysia', 'Diaphorina', 'Tetraodon', 'Anopheles', 'Venustampulla', 'Adineta', 'Puccinia', 'Argulus', 'Dinothrombium', 'Lutzomyia', 'Tribolium', 'Oppiella', 'Diabrotica', 'Daphnia', 'Exidia', 'Blattella', 'Medioppia', 'Wallemia', 'Phlebotomus', 'Rhizoctonia', 'Timema', 'Culex', 'Thermothelomyces', 'Rhynchophorus', 'Pisolithus', 'Biomphalaria', 'Caenorhabditis', 'Drosophila', 'Takifugu', 'Cylicostephanus', 'Amanita', 'Sporormia', 'Danio', 'Sporothrix', 'Parcubacteria', 'Nyssomyia', 'Diploscapter', 'Brachionus', 'Madurella', 'Paxillus', 'Ixodes', 'Cosmopolites', 'Ostrinia', 'Lentinula', 'Firmicutes', 'Sistotremastrum', 'Dinghuibacter', 'Tissierella', 'Steccherinum', 'Pristionchus', 'Chloroflexi', 'Branchiostoma', 'Colletotrichum', 'Homo', 'Tropilaelaps', 'Rhodotorula', 'Lucilia', 'Crangon', 'Anaerolineae', 'Bacillus', 'Crucibulum', 'Aedes', 'Paenibacillus', 'Aspergillus', 'Microbotryum', 'Onchocerca', 'Hypsibius', 'Daedalea', 'Auriculariopsis', 'Moniliophthora', 'Gymnopus', 'Oryctes', 'Stomoxys', 'Thermococcus', 'Patescibacteria', 'Conidiobolus', 'Ophiocordyceps', 'Enterobius', 'Brugia', 'Glossina', 'Kiloniella', 'Steinernema', 'Armillaria', 'Corethrella', 'Triatoma', 'Thermoanaerobacterium', 'Meloidogyne', 'Verrucomicrobia', 'Thermoclostridium', 'Fibularhizoctonia', 'Trichophyton', 'bioreactor', 'Acholeplasmataceae', 'Polyporus', 'Pedobacter', 'Actinomycetia', 'Flammulina', 'Loa', 'Mytilus', 'Natrarchaeobius', 'Zestosphaera', 'Anaeromyces', 'Fulvivirga', 'Mixia', 'Mus', 'Delftia', 'Coniophora', 'Berkelbacteria', 'Vigna', 'Nasonia', 'Peniophora', 'candidate', 'Melampsora', 'Flavobacteriales', 'Aminipila', 'Linderina', 'Trichoderma', 'Thelazia', 'Heligmosomoides', 'Cuerna', 'Fomitopsis', 'Wuchereria', 'Pyrococcus', 'Nannizzia', 'Juglans', 'Syncephalis', 'Hericium', 'bacterium', 'Natrinema', 'Coprinellus', 'Trichuris', 'Pseudochryseolinea', 'Opitutaceae', 'Opitutae', 'Ascaris', 'Heliothis', 'Verticillium', 'Ceratobasidium', 'Anaerolineaceae', 'Asbolus', 'freshwater', 'Cylindrobasidium', 'Microthyrium', 'Manduca', 'Chitiniphilus', 'Trichinella', 'Panagrellus', 'Thermofilum', 'Ruminococcus', 'Thiothrix', 'Agaricus', 'Toxocara', 'Clostridium', 'Chitinophaga', 'Pseudozyma', 'Coprinopsis', 'Tulasnella', 'Mongoliibacter', 'Kluyveromyces', 'Gemmatimonadetes', 'Cytophagales', 'Bondarzewia', 'Cryptococcus', 'Cohnella', 'Serpula', 'Chrysotila', 'Anisakis', 'Haemonchus', 'Schizopora', 'uncultured', 'Ceratitis', 'Clostridioides', 'Methanolacinia', 'Rhizomucor', 'Pseudovibrio', 'Halicephalobus', 'anaerobic', 'Symbiobacterium', 'Pomacea', 'Varroa', 'Pygocentrus', 'Piromyces', 'Bacteroidales', 'Bubalus', 'Timspurckia', 'Oleispira', 'Bursaphelenchus', 'Piptocephalis', 'Neocallimastix', 'Pseudoalteromonas', 'Syphacia', 'Glycine', 'Bacteroidetes', 'Lacipirellula', 'Bos', 'Fervidobacterium', 'Syntrophaceticus', 'Globodera', 'Capra', 'Cordyceps', 'Trichogramma', 'Paenactinomyces', 'Litomosoides', 'Eutreptiella', 'Rikenellaceae', 'Prevotellaceae', 'Rhizopogon', 'Ovis', 'Sediminicola', 'Zea', 'Panaeolus', 'Serendipita', 'Thalassocella', 'Basidiobolus', 'Thermoplasmatales', 'Bacteroides', 'Streptomyces', 'Treponema', 'Xylariales', 'Actinobacteria', 'Clostridiales', 'Desulforamulus', 'Gynuella', 'Scedosporium', 'Scytalidium', 'Ustilago', 'Phycisphaerae', 'Thamnocephalis', 'Coemansia', 'Phaffia', 'Thermoactinomyces', 'Niabella', 'Oceanobacillus', 'Caldilineaceae', 'Ignavibacteria', 'Deltaproteobacteria', 'Elizabethkingia', 'Acidimicrobiaceae', 'Andreprevotia', 'Hydrogenispora', 'Flavisolibacter', 'Arabidopsis', 'Leucoagaricus', 'Niastella', 'Sphingobacterium', 'Tenacibaculum', 'Physcomitrium', 'Rhodothermus', 'Phocaeicola', 'Brevibacillus', 'Alphaproteobacteria', 'Sporidiobolus', 'Phellinidium', 'Amycolatopsis', 'Chlamydomonas', 'Serratia', 'Frankliniella', 'Micractinium', 'Spongospora', 'Sus', 'viral', 'Phycisphaerales', 'Fibrobacter', 'Microbulbifer', 'Spartobacteria', 'Thermomonas', 'Nocardioides', 'Priestia', 'Halomicrobium', 'Mucilaginibacter', 'Nostoc', 'Rattus', 'Xylaria', 'Thermoplasmata', 'Histoplasma', 'Planctomycetota', 'Chitinophagaceae', 'Chromobacterium', 'Planoprotostelium', 'Saprospira', 'Akkermansia', 'Puniceicoccus', 'Diplodia', 'Paracoccidioides', 'Pachysolen', 'Virgibacillus', 'unclassified', 'Apiotrichum', 'Solitalea', 'Postia', 'Botryobasidium', 'Gracilibacillus', 'Trebonia', 'Niallia', 'Cycas', 'Rosa', 'Clonostachys', 'Trichosporon', 'Oesophagostomum', 'Spirochaetes', 'Salinarchaeum', 'hydrothermal', 'Pteris', 'Dictyostelium', 'Lactococcus', 'Pseudomicrostroma', 'Nocardia', 'Oryza', 'Cyanothece', 'Hordeum', 'Actinomadura', 'Crocus', 'Planctomycetaceae', 'Pseudomonas', 'Metarhizium', 'Polyangium', 'Pyricularia', 'Talaromyces', 'Caldicellulosiruptor', 'Acer', 'Armatimonadetes', 'Staphylococcus', 'Elusimicrobia', 'Gammaproteobacteria', 'Thermoascus', 'Sphingomonas', 'Mycobacterium', 'Lysinibacillus', 'Parvibaculum', 'Dehalococcoides', 'Methanococcus', 'Coccidioides', 'Methanothermobacter', 'Coxiella', 'Saccharomyces', 'Escherichia', 'Salmonella', 'Yersinia', 'Persephonella', 'Arthrobacter', 'Acremonium', 'Methanocaldococcus', 'Thiobacillus', 'Ehrlichia', 'Leishmania', 'Anaplasma', 'Kitasatospora', 'Aquifex', 'Laribacter', 'Thermosynechococcus', 'Buchnera', 'Burkholderia', 'Streptococcus', 'Klebsiella']","glycoside hydrolase/chitinase (0.00, 100 - insect, Aphis glycines, fungus)"
Mp58,34,9,0,19,6,"['Rhizobiales', 'Candidatus', 'Microbacterium', 'Sulfurovum', 'Dracunculus', 'Eimeria', 'Azomonas', 'Wuchereria', 'Caenorhabditis']","various (0.05, 10, mostly bacteria)"
Mp60,17,17,0,0,0,"['Acyrthosiphon', 'Schizaphis', 'Aphis']","uncharacterized protein (0.00, 15, aphid)"
Mp64,9,9,0,0,0,"['Aphis', 'Acyrthosiphon', 'Sipha', 'Cinara']","uncharacterized protein (0.00, 10, aphid)"
Mp65,358,342,10,6,0,"['Acyrthosiphon', 'Drosophila', 'Clastoptera', 'Timema', 'Spodoptera', 'Aedes', 'Glossina', 'Rattus', 'Hermetia', 'Lingula', 'Notodromas', 'Abscondita', 'Thrips', 'Amblyomma', 'Coptotermes', 'Heliconius', 'Homo', 'Bursaphelenchus', 'Xenopus', 'Mus', 'Brugia', 'Dermatophagoides', 'Danio', 'Bos', 'Cryptotermes', 'Macrostomum', 'Steinernema', 'Taeniopygia', 'Trichoplax', 'Cyprideis', 'Penaeus', 'Dimorphilus', 'Agrilus', 'Camelus', 'Capitella', 'Bugula', 'Trichuris', 'Podarcis', 'Paramormyrops', 'Trichinella', 'Dracunculus', 'Euroglyphus', 'Rhipicephalus', 'Teladorsagia', 'Darwinula', 'Nilaparvata', 'Ornithodoros', 'Helobdella', 'Schistosoma', 'Lotharella', 'Ursus', 'Daphnia', 'Cricetulus', 'Patagioenas', 'Rotaria', 'Ciona', 'Asbolus', 'Haemonchus', 'Onchocerca', 'Hirondellea', 'Pteropus', 'Stegodyphus', 'Gulo', 'Ficedula', 'Adineta', 'Dipodomys', 'Ramphastos', 'Propithecus', 'Mesocricetus', 'Heterotrigona', 'Bagarius', 'Takifugu', 'Mandrillus', 'Cottoperca', 'Gopherus', 'Halicephalobus', 'Stylophora', 'Pogona', 'Pan', 'Rhodnius', 'Strongyloides', 'Anas', 'Octopus', 'Strigops', 'Physeter', 'Mizuhopecten', 'Anabarilius', 'Lepisosteus', 'Ovis', 'Lygus', 'Caenorhabditis', 'Myotis', 'Poeciliopsis', 'Phalacrocorax', 'Panstrongylus', 'Sarcoptes', 'Clytia', 'Amphimedon', 'Larimichthys', 'Panthera', 'Salmo', 'Biomphalaria', 'Fukomys', 'Monodon', 'Alligator', 'Elysia', 'Arion', 'Terrapene', 'Sphaeroforma', 'Hydra', 'Wuchereria', 'Acanthocheilonema', 'Capsaspora', 'Aceria', 'Ixodes', 'Notothenia', 'Fasciola', 'Emiliania', 'Coccolithus', 'Phlebotomus', 'Scyliorhinus', 'Ranitomeya', 'Echeneis', 'Paragonimus', 'Acipenser', 'Lepeophtheirus', 'Chiloscyllium', 'Dictyocaulus', 'Dissostichus', 'Chrysotila', 'Meloidogyne', 'Armadillidium', 'Triplophysa', 'Myripristis', 'Heterorhabditis', 'Monosiga', 'Perca', 'Callorhinchus', 'Hippocampus', 'Schistocephalus', 'Cafeteria', 'Neotoma', 'Ancylostoma', 'Araneus', 'Ectocarpus', 'Mesocestoides', 'Echinococcus', 'Pseudonaja', 'Zeugodacus', 'Toxocara', 'Trichobilharzia', 'Symbiodinium', 'Medioppia', 'Opisthorchis', 'Sinocyclocheilus', 'Tribonema', 'Nannochloropsis', 'Culicoides', 'Angiostrongylus', 'Pyramimonas', 'Amphibalanus', 'Hymenolepis', 'Callosobruchus', 'Nippostrongylus', 'Aplanochytrium', 'Globodera', 'Lynx', 'Cuerna', 'Chelonia', 'Ceuthmochares', 'Apolygus', 'Tetraodon', 'Bicosoecida', 'Notechis', 'Eschrichtius', 'Nomascus', 'Cylicostephanus', 'Odontella', 'Fibrocapsa', 'Helicotheca', 'Corethron', 'Protopolystoma', 'Dictyocha', 'Intoshia', 'Nesidiocoris', 'Amphora', 'Sus', 'Aureococcus', 'Phaeodactylum', 'Tupaia', 'Pelagomonas', 'Pseudictyota', 'Blastocystis', 'Thelohanellus', 'Attheya', 'Calypte', 'Chromulina', 'Myxobolus', 'Soboliphyme', 'Hondaea', 'Hydatigera', 'Gallus', 'Ailuropoda', 'Danionella', 'Chaetoceros', 'Plasmopara', 'Hyaloperonospora', 'Macaca', 'Equus', 'Labrus', 'Phytophthora', 'Bremia', 'Albugo', 'Prasinoderma', 'Danaus', 'Peronospora', 'Echinostoma', 'Monodelphis', 'Tigriopus', 'Colobus', 'Bracon', 'Labeo', 'Blattella', 'Nothophytophthora', 'Scleropages']","MANF/ARMET/CDNF protein (0.00, 100, insect and some mammal)"
