,genus,genus_count,effector_count,effectors
715,Polytomella,3,3,"1, 22, 36"
685,Oidiodendron,3,3,"1, 32, 85"
673,Pneumocystis,3,3,"1, 24, 66"
486,Choanephora,3,3,"1, 32, 38"
495,Maricaulis,3,3,"1, 73, 81"
507,Brevifollis,3,3,"1, 58, 66"
628,Mannheimia,3,3,"1, 24, 100"
624,Schleiferilactobacillus,3,2,"1, 94"
604,Phaeodactylibacter,3,3,"1, 15, 78"
583,Syntrophobacterales,3,3,"1, 4, 58"
530,Microvirga,3,3,"1, 40, 94"
546,Hesseltinella,3,3,"1, 24, 70"
981,Cynops,3,2,"7, 15"
983,Parambassis,3,2,"7, 15"
452,Ascodesmis,3,3,"1, 32, 57"
1004,Plautia,3,2,"7, 81"
1338,Spongiibacteraceae,3,3,"11, 15, 92"
1323,Limnobacter,3,2,"11, 95"
1319,Rubrimonas,3,3,"11, 24, 90"
1309,Sporocytophaga,3,2,"11, 92"
1306,Brumimicrobium,3,2,"11, 15"
1303,Ochrobactrum,3,2,"11, 15"
1293,Palaemon,3,2,"11, 81"
1266,Cylas,3,2,"10, 41"
1263,Leptothrix,3,3,"10, 85, 94"
1257,Megoura,3,2,"10, 41"
1255,Lobesia,3,2,"10, 41"
1253,Nasonovia,3,2,"10, 41"
1250,Liriomyza,3,2,"10, 41"
1249,Procecidochares,3,2,"10, 41"
1244,Euschistus,3,2,"10, 41"
1215,Sclerodermus,3,1,10
1202,Dioryctria,3,1,10
1097,Meriones,3,3,"7, 11, 100"
422,Verrucomicrobiaceae,3,3,"1, 58, 79"
1068,Kazachstania,3,3,"7, 38, 46"
1065,Bufo,3,2,"7, 90"
1061,Oenococcus,3,2,"7, 94"
1054,Tinamus,3,3,"7, 46, 77"
430,Melanomma,3,3,"1, 24, 58"
431,Heterosigma,3,3,"1, 65, 100"
1038,Haplochromis,3,3,"7, 11, 100"
1037,Nothoprocta,3,3,"7, 50, 93"
1036,Drepanopeziza,3,3,"7, 57, 95"
1026,Eschrichtius,3,3,"7, 65, 100"
1807,Uncinocarpus,3,3,"21, 32, 64"
1436,Balneicella,3,3,"11, 15, 70"
1865,Humulus,3,1,24
1881,Melissococcus,3,2,"24, 40"
1887,Thiopseudomonas,3,2,"24, 70"
184,Eutypa,3,2,"1, 32"
1874,Knoellia,3,2,"24, 85"
1867,Herbidospora,3,2,"24, 92"
1959,fungal,3,3,"24, 90, 92"
1971,Macrophomina,3,3,"24, 65, 73"
1956,Dokdonia,3,3,"24, 32, 38"
179,Grosmannia,3,2,"1, 57"
1851,Solirubrobacter,3,3,"23, 78, 94"
1897,Blastobotrys,3,3,"24, 79, 91"
1970,Tulasnella,3,3,"24, 57, 70"
1831,Thermococci,3,3,"22, 57, 66"
1923,Rothia,3,3,"24, 82, 94"
1932,Sphaerotilus,3,3,"24, 70, 94"
1844,Phaseolus,3,3,"22, 77, 85"
1845,Chaetosphaeridium,3,3,"22, 38, 58"
1949,Nitrososphaeria,3,2,"24, 66"
1838,Massilimicrobiota,3,3,"22, 94, 100"
1920,Caloramator,3,3,"24, 66, 100"
3371,Methanobacterium,2,2,"81, 82"
2720,Desulfoplanes,2,2,"57, 81"
1227,Pachypeltis,2,1,10
1226,Eurycantha,2,1,10
2718,Crocus,2,2,"57, 85"
2726,Borrelia,2,2,"57, 100"
2039,Marmoricola,2,2,"24, 92"
397,Leptotrichia,2,2,"1, 85"
2040,Kutzneria,2,2,"24, 94"
2733,Zygotorulaspora,2,2,"57, 66"
2723,Desulfosalsimonas,2,2,"57, 66"
1245,Amyelois,2,2,"10, 41"
2705,Anaeromassilibacillus,2,2,"57, 85"
3367,Micrococcus,2,2,"81, 92"
2722,Alkanindiges,2,2,"57, 92"
3414,Brochothrix,2,2,"85, 94"
389,Aythya,2,2,"1, 91"
1317,Ilyobacter,2,2,"11, 15"
382,Peptoniphilus,2,2,"1, 4"
1331,Parazoarcus,2,2,"11, 90"
3390,Campylobacterales,2,2,"82, 85"
1328,Leadbetterella,2,2,"11, 66"
385,Chroococcidiopsis,2,2,"1, 57"
2677,Bispora,2,1,57
1326,Pontivivens,2,2,"11, 94"
1320,Flavobacteriia,2,2,"11, 24"
1316,Algicella,2,2,"11, 90"
2695,Thermasporomyces,2,2,"57, 92"
2685,Pseudochryseolinea,2,1,57
1315,Salipiger,2,2,"11, 94"
1305,Maconellicoccus,2,1,11
1304,Porticoccus,2,1,11
1926,Urechidicola,2,2,"24, 85"
1301,Lumbricus,2,1,11
3366,Herpetosiphonaceae,2,2,"81, 85"
3386,Melioribacter,2,2,"81, 85"
1156,Bison,2,2,"7, 38"
1146,Phoenicopterus,2,2,"7, 78"
1151,Leptosomus,2,2,"7, 46"
2773,Venustampulla,2,2,"57, 85"
2781,Cosmopolites,2,2,"57, 70"
2783,Neorickettsia,2,2,"57, 85"
3335,Tessaracoccus,2,2,"81, 94"
2789,Niabella,2,2,"57, 92"
425,Lachnellula,2,2,"1, 76"
3333,Alloscardovia,2,1,81
1057,Phytohabitans,2,2,"7, 40"
1051,Enemella,2,2,"7, 94"
2029,Adlercreutzia,2,2,"24, 57"
2799,Halomicrobium,2,2,"57, 70"
2800,Thermomonas,2,2,"57, 73"
1044,Rubrivirga,2,2,"7, 76"
2803,Sporidiobolus,2,2,"57, 90"
1042,Cisticola,2,2,"7, 43"
3328,Halalkalicoccus,2,2,"79, 100"
2808,Mongoliibacter,2,2,"57, 92"
2810,Torulaspora,2,2,"57, 94"
3344,Thermodesulfobacterium,2,2,"81, 85"
421,Methylomicrobium,2,2,"1, 15"
2739,Methylacidimicrobium,2,2,"57, 66"
417,Elioraea,2,2,"1, 15"
3365,Corythaeola,2,2,"81, 92"
3364,Semnornis,2,2,"81, 92"
2743,Cellulosilyticum,2,2,"57, 66"
2746,Bauldia,2,2,"57, 94"
3358,Terfezia,2,2,"81, 100"
1138,Baryphthengus,2,2,"7, 50"
3356,Passerina,2,2,"81, 92"
1132,Chlamydotis,2,2,"7, 77"
2757,Thermoclostridium,2,2,"57, 85"
1127,Acropora,2,2,"7, 50"
3353,Kroppenstedtia,2,2,"81, 85"
2760,Flammulina,2,2,"57, 70"
1116,Buceros,2,2,"7, 50"
2764,Herminiimonas,2,2,"57, 92"
2767,Berkelbacteria,2,2,"57, 92"
3347,Gardnerella,2,2,"81, 94"
2770,Zestosphaera,2,2,"57, 81"
1337,Salinisphaera,2,2,"11, 90"
1342,Haliea,2,2,"11, 38"
1339,Orbus,2,2,"11, 15"
1427,Hyphobacterium,2,2,"11, 100"
3449,Saccharibacillus,2,2,"85, 94"
3134,Desulfosudis,2,2,"70, 76"
2561,Simulium,2,2,"46, 94"
2062,Lutibacter,2,2,"24, 79"
3447,Natranaerovirga,2,2,"85, 100"
2564,Buphagus,2,2,"46, 50"
2565,Upupa,2,2,"46, 50"
1430,Aquitalea,2,2,"11, 58"
1428,Cloacibacterium,2,2,"11, 24"
3445,Halocella,2,2,"85, 92"
2554,Fragaria,2,2,"46, 76"
3444,Aquipluma,2,2,"85, 92"
2573,Cyanoptyche,2,2,"46, 92"
2574,Odocoileus,2,2,"46, 50"
1423,Lingulodinium,2,2,"11, 15"
1417,Hyphantria,2,2,"11, 15"
3440,Sphingobacteriaceae,2,2,"85, 92"
1414,Pleuronectes,2,2,"11, 90"
3438,Lampropedia,2,2,"85, 90"
1405,Pararheinheimera,2,2,"11, 15"
1439,Aliiglaciecola,2,2,"11, 90"
3453,Owenweeksia,2,2,"85, 92"
2592,Drechmeria,2,2,"47, 79"
1461,Zymobacter,2,2,"11, 32"
3475,Acidibacillus,2,2,"85, 92"
2515,Ferrimicrobium,2,2,"42, 94"
1901,Nitrospinae,2,2,"24, 70"
3473,Oscillibacter,2,2,"85, 100"
1903,Ignavibacteriaceae,2,2,"24, 58"
3725,Endozoicomonas,2,1,100
1471,Arundinibacter,2,2,"11, 15"
1470,Ahrensia,2,2,"11, 57"
3466,Ewingella,2,2,"85, 92"
1458,Rhabdobacter,2,2,"11, 24"
3456,Thermobrachium,2,2,"85, 92"
1457,Glycocaulis,2,2,"11, 94"
1455,Luminiphilus,2,2,"11, 15"
3726,Petunia,2,1,100
1452,Enterovibrio,2,2,"11, 94"
1451,Mariprofundus,2,2,"11, 15"
3461,Pseudobacteroides,2,2,"85, 92"
2541,Odobenus,2,2,"46, 100"
3727,Desulfamplus,2,1,100
3728,Ruditapes,2,1,100
3433,Dichanthelium,2,2,"85, 100"
3429,Synechococcales,2,2,"85, 92"
1340,Sulfuriroseicoccus,2,2,"11, 15"
2651,Endocarpon,2,2,"55, 90"
360,Atelerix,2,2,"1, 32"
3401,Anaerostipes,2,1,85
2644,Austrofundulus,2,2,"50, 93"
3400,Hazenella,2,1,85
1376,Chishuiella,2,2,"11, 79"
3399,Actinocatenispora,2,1,85
1375,Crenarchaeota,2,2,"11, 92"
3398,Aureibacillus,2,1,85
374,Momordica,2,2,"1, 92"
3396,Theionarchaea,2,1,85
2633,Eurystomus,2,2,"50, 76"
1915,Isoptericola,2,2,"24, 94"
3395,Blattabacterium,2,1,85
1365,Ustilaginoidea,2,2,"11, 57"
3394,Effusibacillus,2,1,85
2055,Austwickia,2,2,"24, 57"
377,Vanderwaltozyma,2,2,"1, 30"
1345,Dyella,2,2,"11, 82"
1343,Sebaldella,2,2,"11, 100"
2816,anaerobic,2,2,"57, 81"
3403,Salinivirgaceae,2,2,"85, 92"
3413,Polytolypa,2,2,"85, 92"
1394,Periplaneta,2,2,"11, 94"
1384,Arachidicoccus,2,2,"11, 81"
1393,Apibacter,2,2,"11, 58"
1391,Thiospirochaeta,2,2,"11, 94"
1390,Exserohilum,2,2,"11, 76"
1386,Luteimonas,2,2,"11, 95"
1385,Hodotermopsis,2,2,"11, 17"
2602,Patella,2,1,50
2603,Tridacna,2,1,50
2604,Leucosolenia,2,1,50
2605,Isodiametra,2,1,50
2607,Corallium,2,1,50
2629,Formicarius,2,2,"50, 93"
2608,Eptatretus,2,1,50
1383,Asticcacaulis,2,2,"11, 82"
2610,Hyriopsis,2,1,50
2613,Cherax,2,2,"50, 76"
3424,Malbranchea,2,2,"85, 94"
2617,Pygoscelis,2,2,"50, 76"
3423,Coniosporium,2,2,"85, 90"
3421,Pseudomassariella,2,2,"85, 90"
2625,Pheucticus,2,2,"50, 93"
2811,Paenactinomyces,2,2,"57, 85"
1032,Zosterops,2,2,"7, 50"
2817,Pseudovibrio,2,2,"57, 66"
504,Ampelomyces,2,2,"1, 32"
1999,Tolypocladium,2,2,"24, 70"
3027,Allokutzneria,2,2,"66, 94"
1979,Nitrososphaera,2,2,"24, 32"
3196,Actinopolymorpha,2,2,"76, 94"
3032,Sesamum,2,2,"66, 76"
487,Mycena,2,2,"1, 76"
494,Pleionea,2,2,"1, 70"
1997,Tetrabaena,2,2,"24, 66"
662,Aeoliella,2,2,"1, 81"
3044,Coprobacillus,2,2,"66, 94"
3202,Marinifilum,2,2,"76, 100"
3045,Flexistipes,2,2,"66, 70"
3185,invertebrate,2,2,"73, 95"
658,Ensifer,2,2,"1, 15"
3049,Chryseolinea,2,2,"66, 81"
3183,Falsiruegeria,2,2,"73, 95"
656,Puniceicoccaceae,2,2,"1, 24"
3180,Chamberlinius,2,2,"73, 95"
3179,Heliobacterium,2,2,"73, 85"
3177,Hydrogenobaculum,2,2,"73, 100"
3024,Cyphellophora,2,2,"66, 90"
3019,Neolentinus,2,2,"66, 90"
3322,Lichenicola,2,2,"79, 92"
3005,Sediminispirochaeta,2,2,"66, 100"
2986,Hafnia,2,2,"66, 85"
2989,Rubripirellula,2,2,"66, 95"
2990,Desulfurococcales,2,2,"66, 70"
2991,Coleus,2,2,"66, 85"
3217,Lethocerus,2,2,"76, 77"
1977,Diaporthe,2,2,"24, 46"
724,Nestor,2,2,"1, 7"
722,Granulicatella,2,2,"1, 94"
3003,Arcticibacter,2,2,"66, 85"
3006,Sphaerobacteraceae,2,2,"66, 85"
3018,Succinatimonas,2,2,"66, 94"
3210,Pandalus,2,2,"76, 81"
710,Kineobactrum,2,2,"1, 90"
708,Fregata,2,2,"1, 43"
3208,Eudoraea,2,2,"76, 81"
484,Nipah,2,2,"1, 58"
706,Lujinxingia,2,2,"1, 58"
3206,Evansella,2,2,"76, 94"
3205,Ochrovirga,2,2,"76, 85"
1978,Herbihabitans,2,2,"24, 85"
3176,Mimivirus,2,2,"73, 95"
633,Methyloceanibacter,2,2,"1, 58"
3061,Puteibacter,2,2,"66, 92"
3114,Tepidibacter,2,2,"70, 85"
3100,Pseudopedobacter,2,2,"70, 81"
551,Oerskovia,2,2,"1, 76"
3154,Motiliproteus,2,2,"72, 100"
3153,Phanerochaete,2,2,"70, 79"
3104,Acidobacteriales,2,2,"70, 92"
3152,Sediminibacterium,2,2,"70, 92"
3109,Robbsia,2,2,"70, 73"
3110,Coprococcus,2,2,"70, 82"
3148,Motilimonas,2,2,"70, 92"
3144,Pseudalkalibacillus,2,2,"70, 81"
620,Neptunomonas,2,2,"1, 58"
3117,Leptospiraceae,2,2,"70, 94"
3118,Sporanaerobacter,2,2,"70, 92"
579,Rhynchosporium,2,2,"1, 90"
3121,Tetrasphaera,2,2,"70, 94"
577,Atlantibacter,2,2,"1, 32"
3126,Antarcticibacterium,2,2,"70, 94"
3139,Planifilum,2,2,"70, 81"
3138,Vicia,2,2,"70, 81"
3131,Chrysomya,2,2,"70, 81"
3099,Salinispira,2,2,"70, 94"
582,[Candidatus,2,2,"1, 100"
3095,Pseudomethylobacillus,2,2,"70, 81"
3158,Gulosibacter,2,1,73
3064,Eucommia,2,2,"66, 77"
3066,Fimbriimonas,2,2,"66, 85"
606,Angomonas,2,2,"1, 91"
3072,Halococcus,2,1,70
3074,Moraxellaceae,2,1,70
3075,Apostasia,2,1,70
3077,Nannochloris,2,1,70
594,Caloranaerobacter,2,2,"1, 58"
3169,unidentified,2,2,"73, 93"
3168,Strobilurus,2,2,"73, 95"
3081,Wenzhouxiangella,2,2,"70, 100"
3167,Allochromatium,2,2,"73, 90"
3166,Tricholoma,2,2,"73, 95"
3165,Lyophyllum,2,2,"73, 95"
3164,Nesterenkonia,2,2,"73, 94"
588,delta,2,2,"1, 24"
3089,Bacilli,2,2,"70, 94"
3161,Propionibacteriaceae,2,2,"73, 94"
519,Bimuria,2,2,"1, 21"
740,Tsukamurella,2,2,"1, 74"
2982,Thermodesulfatator,2,2,"66, 81"
2979,Methanocellales,2,2,"66, 70"
2886,Rugamonas,2,2,"58, 85"
977,Petromyzon,2,1,7
3290,Cyanidiococcus,2,2,"79, 100"
2874,termite,2,2,"58, 92"
1962,Silene,2,2,"24, 90"
3287,Leptosphaeria,2,2,"79, 90"
964,Ploceus,2,1,7
1989,Veronia,2,2,"24, 70"
1967,Lophiostoma,2,2,"24, 32"
2015,Nitrosopumilus,2,2,"24, 30"
3283,Neofusicoccum,2,2,"79, 95"
3273,Diuraphis,2,1,79
3282,Tripterygium,2,2,"79, 100"
867,Nitriliruptoraceae,2,2,"5, 94"
2894,Hypnocyclicus,2,2,"58, 66"
3278,Novacetimonas,2,1,79
2897,Dictyobacter,2,2,"58, 100"
2899,Sulfuriferula,2,2,"58, 70"
853,Scytonema,2,2,"4, 38"
3277,Dysdercus,2,1,79
454,Mycetocola,2,2,"1, 76"
2869,Thioclava,2,2,"58, 73"
2868,Pelagicoccus,2,2,"58, 92"
1958,Ascoidea,2,2,"24, 90"
990,Carabus,2,1,7
326,Halapricum,2,2,"1, 94"
2822,Thermoanaerobaculia,2,1,58
2824,Aquificae,2,1,58
2825,Limnospira,2,1,58
1023,Charadrius,2,2,"7, 76"
3315,Terricaulis,2,2,"79, 95"
3314,Pseudoteredinibacter,2,2,"79, 100"
2836,Neolecta,2,2,"58, 79"
3307,Hirsutella,2,2,"79, 90"
1012,Morone,2,1,7
3304,Coccomyxa,2,2,"79, 90"
3303,Striga,2,2,"79, 85"
1009,Thunnus,2,1,7
1008,Muraenesox,2,1,7
2852,Domibacillus,2,2,"58, 85"
2856,Acanthisitta,2,2,"58, 76"
992,Charonia,2,1,7
2859,Erythrolobus,2,2,"58, 100"
2860,Solimicrobium,2,2,"58, 65"
3274,Rhodanobacteraceae,2,1,79
2906,Anaerococcus,2,2,"58, 65"
3225,Raphanus,2,2,"76, 100"
2966,Fimbriiglobus,2,1,66
3240,Cribrihabitans,2,2,"77, 78"
3239,Cepaea,2,2,"77, 78"
795,Weissella,2,2,"4, 24"
475,Phaeoacremonium,2,2,"1, 32"
476,Lichenibacterium,2,2,"1, 15"
2957,Chromulina,2,2,"65, 92"
1972,Wolfiporia,2,2,"24, 100"
2961,Ceuthmochares,2,2,"65, 91"
2006,Neobacillus,2,2,"24, 81"
2967,Methanomicrobia,2,1,66
3272,Anncaliia,2,1,79
2969,Dermatophilaceae,2,1,66
2970,Propionibacteriales,2,1,66
1975,Ponticaulis,2,2,"24, 90"
3228,Acarus,2,2,"76, 94"
3227,Pecten,2,2,"76, 94"
2974,Geodermatophilus,2,1,66
3226,Cenarchaeum,2,2,"76, 85"
2976,hydrocarbon,2,1,66
2977,Pelvetia,2,1,66
799,Ureaplasma,2,2,"4, 66"
3241,Dichotomicrobium,2,2,"77, 78"
3244,Lassa,2,2,"77, 91"
3245,Trichonephila,2,2,"77, 78"
3271,Caulochytrium,2,1,79
3270,Anabaena,2,1,79
463,Thiorhodovibrio,2,2,"1, 11"
2013,Kiloniellaceae,2,2,"24, 64"
2915,Flavivirga,2,2,"58, 76"
2921,Levilactobacillus,2,2,"60, 94"
3259,Magnetococcales,2,2,"78, 90"
2926,Akanthomyces,2,2,"64, 94"
3255,Planctomicrobium,2,2,"78, 92"
2929,Iodobacter,2,2,"64, 94"
822,Georhizobium,2,2,"4, 95"
3252,Aureliella,2,2,"78, 95"
3251,Dromaius,2,2,"77, 78"
810,Maledivibacter,2,2,"4, 85"
3250,Cathartes,2,2,"77, 78"
2938,Penicilliopsis,2,2,"65, 100"
2940,Vanrija,2,2,"65, 76"
3247,Tineola,2,2,"77, 91"
3246,Euprymna,2,2,"77, 91"
337,Molothrus,2,2,"1, 32"
569,Schwartzia,2,2,"1, 58"
2508,Peltaster,2,2,"41, 46"
2360,Cyanobacterium,2,2,"38, 92"
1604,Euglena,2,2,"15, 66"
1877,Oscarella,2,1,24
3562,Kiritimatiella,2,1,94
3563,Gemmiger,2,1,94
3564,Erysipelotrichia,2,1,94
3565,Schwanniomyces,2,1,94
3566,Mobiluncus,2,1,94
2346,Candidimonas,2,2,"38, 70"
3567,Succinivibrio,2,2,"94, 100"
1617,Veillonellaceae,2,2,"15, 94"
3569,Kocuria,2,2,"94, 100"
1849,Choristoneura,2,1,23
1846,Proboscia,2,2,"22, 100"
1623,Actinokineospora,2,2,"15, 94"
2328,Caldisphaera,2,1,38
1630,Daldinia,2,2,"15, 85"
3582,Histidinibacterium,2,2,"92, 94"
2318,Millerozyma,2,2,"32, 90"
1638,Sousa,2,2,"15, 78"
2308,Promicromonospora,2,2,"32, 85"
2307,Hyella,2,2,"32, 58"
1646,Halobacteriovorax,2,2,"15, 38"
2301,Thermoanaerobaculum,2,2,"32, 92"
2299,Helicocarpus,2,2,"32, 66"
2296,Desulfoluna,2,2,"32, 81"
1649,Cellvibrionales,2,2,"15, 24"
2294,Bibersteinia,2,2,"32, 100"
1603,Anaerovibrio,2,2,"15, 40"
2361,Methylosinus,2,2,"38, 81"
2288,Trinickia,2,2,"32, 94"
3556,Myxine,2,2,"93, 100"
2424,Campylobacteraceae,2,2,"38, 70"
3514,Niveibacterium,2,2,"90, 94"
2420,Stereum,2,2,"38, 66"
2419,Mohoua,2,2,"38, 50"
2417,Geococcyx,2,2,"38, 76"
1575,Edaphobacillus,2,2,"15, 24"
2415,Coraliomargarita,2,2,"38, 58"
3518,Osedax,2,2,"90, 94"
3519,Thiohalophilus,2,2,"90, 100"
3529,Yamadazyma,2,2,"90, 92"
3535,Hepatocystis,2,2,"91, 92"
1579,Thermotogaceae,2,2,"15, 64"
3539,Pelecanus,2,2,"91, 92"
2387,Glaciimonas,2,2,"38, 85"
306,Haloarchaeobius,2,2,"1, 70"
1585,Salinarimonadaceae,2,2,"15, 24"
285,Bluetongue,2,2,"1, 11"
2383,Sporisorium,2,2,"38, 90"
1589,Anaerosolibacter,2,2,"15, 66"
276,Beta,2,2,"1, 76"
3544,Paraphoma,2,1,93
3545,Dipodascus,2,1,93
3546,Bungarus,2,1,93
2371,Pochonia,2,2,"38, 90"
1600,Rhodothermales,2,2,"15, 81"
2365,Cnuella,2,2,"38, 58"
1602,Sporosarcina,2,2,"15, 65"
1651,Deefgea,2,2,"15, 66"
2104,Ambystoma,2,1,29
1572,Liquorilactobacillus,2,2,"15, 92"
3645,Stachybotrys,2,1,95
3647,Thiotrichaceae,2,2,"95, 100"
2201,Kluyvera,2,2,"32, 58"
1730,Chloracidobacterium,2,2,"15, 82"
2197,Aquamicrobium,2,2,"32, 38"
3655,Pyronema,2,2,"95, 100"
1732,Kosmotoga,2,2,"15, 57"
1739,Hyphomicrobiaceae,2,2,"15, 32"
274,Maribacter,2,2,"1, 41"
2186,Lophotis,2,2,"32, 50"
2185,Streptomycetaceae,2,2,"32, 57"
3661,Methylococcales,2,1,92
1753,Pseudoflavitalea,2,2,"15, 81"
1761,Phascolarctobacterium,2,2,"15, 92"
1762,Lentibacillus,2,2,"15, 85"
1772,Tropheryma,2,2,"15, 38"
1782,Dubowvirus,2,1,17
1784,Lobophyllia,2,1,17
2155,Biquartavirus,2,1,32
1793,Rozella,2,2,"21, 79"
3681,Evtepia,2,2,"92, 100"
1802,Desulfofundulus,2,2,"21, 85"
2137,Apriona,2,1,30
2136,Taenia,2,2,"29, 76"
1820,Gloeophyllum,2,2,"21, 66"
1814,Alloprevotella,2,2,"21, 92"
1816,Thioflavicoccus,2,2,"21, 85"
1818,Acidocella,2,2,"21, 40"
3646,Panax,2,1,95
1721,Alginatibacterium,2,2,"15, 100"
2285,Viridothelium,2,2,"32, 41"
2210,Stemphylium,2,2,"32, 76"
1657,Pseudohalioglobus,2,2,"15, 70"
2282,Paraphaeosphaeria,2,2,"32, 95"
2106,Gloydius,2,1,29
1839,Cajanus,2,2,"22, 100"
1664,Flammeovirgaceae,2,2,"15, 81"
2274,Intoshia,2,2,"32, 65"
2273,Fuerstiella,2,2,"32, 66"
2263,Parasitella,2,2,"32, 64"
2262,Kosakonia,2,2,"32, 58"
1671,Solihabitans,2,2,"15, 81"
3611,Bergeriella,2,2,"94, 100"
1675,Lachnospira,2,2,"15, 58"
3612,Lipomyces,2,2,"92, 94"
3613,Pimelobacter,2,2,"94, 95"
2254,Aphanothece,2,2,"32, 58"
2246,Amphiamblys,2,2,"32, 79"
2243,Sphingosinicella,2,2,"32, 94"
2242,Legionellales,2,2,"32, 100"
1686,Paraphotobacterium,2,2,"15, 32"
1691,Tolypothrix,2,2,"15, 90"
2232,Aeromicrobium,2,2,"32, 94"
1696,Rhyparobia,2,2,"15, 41"
1699,Cyanobium,2,2,"15, 66"
1704,Pseudobacteriovorax,2,2,"15, 90"
1835,Lentilactobacillus,2,2,"22, 94"
2223,Pestalotiopsis,2,2,"32, 93"
2215,Onion,2,2,"32, 66"
2427,Salipaludibacillus,2,2,"38, 57"
2315,Erysiphe,2,2,"32, 66"
1533,Pontixanthobacter,2,1,15
1553,Bacillaceae,2,2,"15, 70"
2493,Nitratireductor,2,2,"41, 100"
2455,Polymorphospora,2,2,"40, 58"
2495,Parerythrobacter,2,2,"41, 57"
1484,Malaciobacter,2,2,"11, 15"
2449,Parafannyhessea,2,1,40
2497,Lentinus,2,2,"41, 76"
1556,Deinobacterium,2,2,"15, 94"
2498,Sitodiplosis,2,2,"41, 93"
1890,Jinshanibacter,2,1,24
2445,Parachlamydiaceae,2,2,"38, 92"
2443,Nitrosovibrio,2,2,"38, 70"
2085,Halorientalis,2,2,"24, 73"
3487,Micromelalopha,2,1,90
1562,Ornithinibacillus,2,2,"15, 24"
2438,Stagonospora,2,2,"38, 85"
3486,Pardosa,2,1,90
2437,Enterocytozoon,2,2,"38, 76"
2456,Aegotheles,2,2,"40, 50"
1493,Nasutitermes,2,2,"12, 91"
3484,Guyparkeria,2,1,90
1552,Ktedonobacter,2,2,"15, 38"
1532,Arsenicitalea,2,1,15
2472,Cellulosimicrobium,2,2,"40, 79"
1514,Glaciecola,2,1,15
2478,Lymantria,2,1,41
2479,Xylotrechus,2,1,41
2480,Cyrtotrachelus,2,1,41
2466,Coriobacteriaceae,2,2,"40, 94"
2481,Sergentomyia,2,1,41
2482,Sitotroga,2,1,41
2464,Saitozyma,2,2,"40, 57"
2463,Winogradskyella,2,2,"40, 76"
2483,Monochamus,2,1,41
3497,Kuraishia,2,2,"90, 92"
1512,Williamsia,2,1,15
2486,Agrotis,2,1,41
2076,Sulfuricurvum,2,2,"24, 58"
1892,Desulfurivibrio,2,2,"24, 32"
143,Aquisphaera,2,1,1
2080,Catenaria,2,2,"24, 38"
1565,metagenome,2,2,"15, 24"
2071,Phycicoccus,2,2,"24, 40"
2087,Olsenella,2,2,"24, 40"
3723,Patiria,2,1,100
3724,Atopomonas,2,1,100
3483,Dermacentor,2,1,90
2433,Robinsoniella,2,2,"38, 100"
3640,Bittarella,1,1,94
3630,Gleimia,1,1,94
3629,Muribacter,1,1,94
3642,Aurantiacibacter,1,1,94
3455,Halobacillus,1,1,85
3231,Caldalkalibacillus,1,1,76
3765,Acidisphaera,1,1,100
3764,Solemya,1,1,100
3628,Goekera,1,1,94
3454,Gottschalkia,1,1,85
3233,Swingsia,1,1,76
3234,Taphrina,1,1,76
3627,Halolactibacillus,1,1,94
3626,Alkalispirochaeta,1,1,94
3625,Rhodovastum,1,1,94
3624,Euzebya,1,1,94
3237,Acaromyces,1,1,76
474,Lyngbya,1,1,1
3623,Haloquadratum,1,1,94
3143,Lederbergia,1,1,70
3622,Saccharospirillum,1,1,94
3452,Inhella,1,1,85
3763,Nitrogeniibacter,1,1,100
3691,Compsopogon,1,1,92
3218,Osmundastrum,1,1,76
3766,Metabacillus,1,1,100
3229,Hypothenemus,1,1,76
3220,Drosera,1,1,76
3639,Erythrobacteraceae,1,1,94
3221,Onoclea,1,1,76
3222,Ephedra,1,1,76
3638,Turneriella,1,1,94
3637,Catenovulum,1,1,94
3223,Geum,1,1,76
3224,Jatropha,1,1,76
3636,Ktedonobacteria,1,1,94
3635,Paracraurococcus,1,1,94
3634,Amantichitinum,1,1,94
3641,Thermoflexus,1,1,94
3633,Dermacoccus,1,1,94
3459,Anaerosacchariphilus,1,1,85
3219,Dicksonia,1,1,76
3632,Halosimplex,1,1,94
3458,Catenibacillus,1,1,85
3457,Mesobacillus,1,1,85
3476,Acetoanaerobium,1,1,85
3243,Geodia,1,1,77
3631,Fastidiosipila,1,1,94
3451,Dicyema,1,1,85
3701,Glaucocystis,1,1,92
3767,Tapinella,1,1,100
3709,Tistlia,1,1,92
3262,Leisingera,1,1,78
3263,Setophaga,1,1,78
3264,Scopus,1,1,78
3448,Desulfofarcimen,1,1,85
3265,Heliornis,1,1,78
3266,Zapornia,1,1,78
3267,Nyctibius,1,1,78
3610,[Bacillus],1,1,94
3694,Kappaphycus,1,1,92
3695,Galaxaura,1,1,92
3609,Gelasimus,1,1,94
3608,cyanobacterium,1,1,94
3692,Caloglossa,1,1,92
3607,Scardovia,1,1,94
3606,Phragmitibacter,1,1,94
457,Pyrodictium,1,1,1
3605,Tepidiphilus,1,1,94
3604,Acrocarpospora,1,1,94
3603,Helcococcus,1,1,94
560,Azolla,1,1,1
567,Halothece,1,1,1
269,Halomarina,1,1,1
3696,Vertebrata,1,1,92
3602,Sarcina,1,1,94
3261,Clarkia,1,1,78
468,Bucco,1,1,1
3730,Kandleria,1,1,100
3693,Tolypiocladia,1,1,92
